109,-0.84282,0.14927,9.7707
110,-0.84282,0.14209,9.7731
111,-0.84042,0.14209,9.7779
112,-0.83564,0.15167,9.7611
113,-0.83324,0.14448,9.7755
114,-0.83564,0.1397,9.7731
115,-0.85,0.15167,9.7779
116,-0.84521,0.13491,9.7803
117,-0.85,0.15646,9.7635
118,-0.84521,0.1397,9.7659
119,-0.85718,0.14448,9.7587
120,-0.85,0.14448,9.7611
121,-0.85958,0.1373,9.7731
122,-0.85,0.15167,9.7779
123,-0.85,0.1373,9.7874
124,-0.84521,0.14209,9.7731
125,-0.84282,0.14209,9.7563
126,-0.84042,0.14209,9.7563
127,-0.85479,0.14209,9.7683
128,-0.84521,0.14688,9.7563
129,-0.84761,0.14448,9.7779
130,-0.84761,0.14209,9.7731
131,-0.84761,0.14448,9.7779
132,-0.85,0.15406,9.7779
133,-0.84761,0.14927,9.7659
134,-0.84521,0.14448,9.7731
135,-0.85,0.14927,9.7779
136,-0.84521,0.14927,9.7731
137,-0.84282,0.15406,9.7874
138,-0.84282,0.15167,9.7707
139,-0.84282,0.1397,9.7707
140,-0.85479,0.14209,9.7731
141,-0.84282,0.13012,9.7683
142,-0.83803,0.14448,9.7611
143,-0.83803,0.14688,9.7827
144,-0.83564,0.1373,9.7803
145,-0.83564,0.13491,9.7731
146,-0.84761,0.12773,9.7635
147,-0.84282,0.12533,9.7683
148,-0.85,0.1397,9.7659
149,-0.8524,0.13491,9.7635
150,-0.86197,0.14927,9.7707
151,-0.84521,0.14209,9.7827
152,-0.8524,0.15406,9.797
153,-0.84042,0.15406,9.7683
154,-0.83564,0.1397,9.7683
155,-0.84282,0.14927,9.7515
156,-0.8524,0.14688,9.7659
157,-0.84282,0.14688,9.7683
158,-0.84521,0.1373,9.7755
159,-0.84042,0.13491,9.7707
160,-0.84521,0.13491,9.7731
161,-0.84042,0.14209,9.7611
162,-0.83803,0.14448,9.7635
163,-0.83803,0.15406,9.7659
164,-0.84282,0.15167,9.7779
165,-0.85958,0.14448,9.7683
166,-0.84282,0.14927,9.7707
167,-0.85958,0.14688,9.785
168,-0.85718,0.14209,9.785
169,-0.85718,0.14688,9.7707
170,-0.85479,0.14448,9.7611
171,-0.86197,0.14448,9.7683
172,-0.86197,0.1397,9.7659
173,-0.85718,0.14688,9.7827
174,-0.85,0.14448,9.7683
175,-0.84761,0.1397,9.7827
176,-0.84042,0.1397,9.7635
177,-0.84282,0.13491,9.7731
178,-0.82845,0.14209,9.7731
179,-0.84282,0.1397,9.7755
180,-0.84042,0.15646,9.7611
181,-0.85,0.14927,9.7827
182,-0.86197,0.17082,9.7635
183,-0.85958,0.16124,9.7587
184,-0.86437,0.15885,9.7659
185,-0.8524,0.14448,9.7635
186,-0.8524,0.14927,9.7635
187,-0.84521,0.13491,9.7755
188,-0.83803,0.12533,9.7946
189,-0.83803,0.12533,9.7898
190,-0.83085,0.12294,9.7874
191,-0.83564,0.12294,9.7635
192,-0.84042,0.13491,9.7683
193,-0.84761,0.12773,9.7587
194,-0.8524,0.14688,9.7683
195,-0.85958,0.14927,9.7779
196,-0.85718,0.15646,9.7803
197,-0.85718,0.16842,9.7683
198,-0.83324,0.15885,9.7707
199,-0.84521,0.14688,9.7539
200,-0.85479,0.15167,9.7563
201,-0.84282,0.1397,9.7803
202,-0.83803,0.14448,9.7803
203,-0.84521,0.12533,9.7731
204,-0.84042,0.1373,9.7779
205,-0.84521,0.12773,9.7659
206,-0.83564,0.13491,9.7587
207,-0.83564,0.14688,9.7659
208,-0.83803,0.1397,9.7779
209,-0.84521,0.14927,9.7731
210,-0.84521,0.15646,9.7827
211,-0.8524,0.13251,9.7803
212,-0.8524,0.14448,9.7731
213,-0.85,0.15167,9.7755
214,-0.85,0.14688,9.7635
215,-0.8524,0.14209,9.7587
216,-0.85,0.14448,9.7659
217,-0.84761,0.14448,9.7731
218,-0.84761,0.13251,9.7731
219,-0.84282,0.14209,9.7707
220,-0.82606,0.14209,9.7731
221,-0.82845,0.13012,9.7683
222,-0.83324,0.14448,9.7563
223,-0.83324,0.13491,9.7803
224,-0.84282,0.13491,9.7707
225,-0.83324,0.14209,9.7755
226,-0.85718,0.15406,9.7755
227,-0.85479,0.14448,9.7731
228,-0.8524,0.15167,9.7587
229,-0.85718,0.14927,9.7707
230,-0.86437,0.15885,9.7563
231,-0.84761,0.14927,9.7611
232,-0.84282,0.14209,9.7731
233,-0.83564,0.14688,9.7707
234,-0.84042,0.13251,9.7779
235,-0.84521,0.1373,9.7611
236,-0.84761,0.1373,9.7707
237,-0.84042,0.1373,9.7707
238,-0.83085,0.14209,9.7659
239,-0.84042,0.14448,9.7659
240,-0.85,0.15406,9.7803
241,-0.84042,0.14448,9.7707
242,-0.84042,0.15646,9.7563
243,-0.84282,0.16124,9.7659
244,-0.82845,0.14209,9.7635
245,-0.8524,0.14209,9.7803
246,-0.8524,0.14688,9.7755
247,-0.85718,0.14688,9.7827
248,-0.86437,0.14448,9.7779
249,-0.86197,0.13251,9.7659
250,-0.85,0.1373,9.7635
251,-0.84761,0.1397,9.7515
252,-0.84761,0.13491,9.7707
253,-0.83803,0.15167,9.7731
254,-0.83564,0.1373,9.7707
255,-0.85,0.14448,9.7874
256,-0.84042,0.15167,9.7803
257,-0.83564,0.15646,9.7683
258,-0.83803,0.1397,9.7587
259,-0.84761,0.14448,9.7635
260,-0.84282,0.14927,9.7755
261,-0.8524,0.14448,9.7803
262,-0.85479,0.14927,9.7779
263,-0.84761,0.14448,9.7659
264,-0.84042,0.1373,9.7467
265,-0.84282,0.1373,9.7563
266,-0.85,0.14927,9.7779
267,-0.84042,0.14209,9.7635
268,-0.84042,0.1373,9.7731
269,-0.84521,0.14448,9.7803
270,-0.84521,0.1373,9.785
271,-0.84521,0.14448,9.7683
272,-0.85479,0.14448,9.7563
273,-0.83324,0.1397,9.7515
274,-0.85,0.14688,9.7659
275,-0.85,0.14927,9.785
276,-0.85,0.14209,9.7803
277,-0.8524,0.12533,9.7731
278,-0.84282,0.11815,9.7683
279,-0.83324,0.12294,9.7539
280,-0.83803,0.13251,9.7611
281,-0.81648,0.13251,9.7803
282,-0.82367,0.15167,9.7874
283,-0.83085,0.16124,9.7587
284,-0.85,0.16124,9.7731
285,-0.85718,0.16603,9.7635
286,-0.86676,0.16364,9.7659
287,-0.86915,0.14927,9.7348
288,-0.86915,0.14688,9.7659
289,-0.86676,0.14688,9.7707
290,-0.85958,0.1397,9.785
291,-0.84521,0.1373,9.7683
292,-0.82127,0.11815,9.7779
293,-0.81888,0.11097,9.7635
294,-0.81409,0.11097,9.7635
295,-0.81409,0.11815,9.7683
296,-0.82127,0.12294,9.7779
297,-0.84042,0.14688,9.7683
298,-0.84282,0.14448,9.7779
299,-0.86437,0.17082,9.7683
300,-0.87634,0.16842,9.7539
301,-0.87634,0.1804,9.7683
302,-0.87155,0.17561,9.7683
303,-0.86676,0.17561,9.7635
304,-0.86197,0.15406,9.7659
305,-0.86197,0.14209,9.7707
306,-0.84282,0.12294,9.7731
307,-0.82606,0.11336,9.7827
308,-0.82127,0.12054,9.7755
309,-0.81888,0.11336,9.7683
310,-0.79973,0.12294,9.7563
311,-0.81409,0.13251,9.7659
312,-0.82845,0.14927,9.7779
313,-0.83564,0.16124,9.785
314,-0.85,0.16603,9.7683
315,-0.86676,0.16124,9.7779
316,-0.87394,0.16364,9.7683
317,-0.86915,0.17082,9.7611
318,-0.86915,0.16364,9.7611
319,-0.86915,0.15167,9.7707
320,-0.83803,0.15406,9.7659
321,-0.8524,0.1397,9.7707
322,-0.83564,0.1373,9.7827
323,-0.82367,0.12533,9.7707
324,-0.82127,0.12294,9.7515
325,-0.82606,0.11815,9.7707
326,-0.82367,0.12773,9.7731
327,-0.83085,0.12773,9.7683
328,-0.84042,0.14209,9.7779
329,-0.84521,0.14688,9.7659
330,-0.85,0.16603,9.7563
331,-0.86197,0.17561,9.7515
332,-0.87155,0.14927,9.7635
333,-0.86915,0.16124,9.7827
334,-0.8524,0.16124,9.7683
335,-0.85,0.14448,9.7659
336,-0.8524,0.14448,9.7779
337,-0.84761,0.13251,9.7755
338,-0.83085,0.12773,9.7707
339,-0.82845,0.12773,9.7659
340,-0.83085,0.12533,9.7683
341,-0.83085,0.13491,9.7779
342,-0.83085,0.14688,9.7803
343,-0.83564,0.14209,9.7731
344,-0.83324,0.14927,9.7755
345,-0.85958,0.15646,9.7587
346,-0.85718,0.15646,9.7515
347,-0.87155,0.15406,9.7707
348,-0.86197,0.15885,9.7683
349,-0.86437,0.15646,9.7731
350,-0.85,0.14209,9.7755
351,-0.84761,0.14688,9.7731
352,-0.84042,0.14448,9.7587
353,-0.82127,0.13012,9.7659
354,-0.82606,0.12533,9.7731
355,-0.81888,0.13251,9.7587
356,-0.83324,0.1397,9.7779
357,-0.83564,0.1373,9.7707
358,-0.84282,0.14927,9.7779
359,-0.84282,0.14448,9.7563
360,-0.85718,0.16364,9.7707
361,-0.86197,0.14209,9.7707
362,-0.8524,0.15885,9.7731
363,-0.8524,0.14927,9.785
364,-0.83803,0.15167,9.7827
365,-0.84282,0.13491,9.7635
366,-0.84042,0.14927,9.7587
367,-0.83085,0.13491,9.7611
368,-0.83564,0.12533,9.7635
369,-0.84282,0.14448,9.7683
370,-0.83564,0.1373,9.7803
371,-0.84521,0.14688,9.7779
372,-0.85479,0.14927,9.7827
373,-0.85958,0.15885,9.7779
374,-0.86197,0.15167,9.7659
375,-0.86197,0.1373,9.7659
376,-0.85,0.1397,9.7563
377,-0.83803,0.12533,9.7707
378,-0.84042,0.12773,9.7707
379,-0.84521,0.13491,9.785
380,-0.84282,0.1397,9.7827
381,-0.83803,0.14927,9.7683
382,-0.83803,0.14688,9.7659
383,-0.84282,0.14209,9.7539
384,-0.85,0.14927,9.7707
385,-0.84282,0.15646,9.7707
386,-0.8524,0.14448,9.7874
387,-0.86437,0.15885,9.7827
388,-0.85479,0.15406,9.7755
389,-0.85479,0.1397,9.7635
390,-0.85,0.14448,9.7587
391,-0.84521,0.1397,9.7707
392,-0.84282,0.1373,9.7803
393,-0.84521,0.1397,9.7755
394,-0.84282,0.14209,9.7779
395,-0.84521,0.14688,9.7731
396,-0.83564,0.13491,9.7683
397,-0.84521,0.14927,9.7587
398,-0.83324,0.14927,9.7635
399,-0.83803,0.15167,9.7731
400,-0.8524,0.14448,9.785
401,-0.84521,0.15646,9.7779
402,-0.84761,0.14209,9.7659
403,-0.84761,0.15646,9.7491
404,-0.85958,0.15406,9.7563
405,-0.85718,0.14448,9.7611
406,-0.85,0.15167,9.7731
407,-0.84761,0.14448,9.7683
408,-0.84761,0.14688,9.7874
409,-0.83803,0.14209,9.7779
410,-0.83803,0.13012,9.7611
411,-0.84042,0.13251,9.7539
412,-0.84042,0.13251,9.7635
413,-0.83564,0.14927,9.7683
414,-0.85,0.14688,9.7659
415,-0.8524,0.14927,9.7803
416,-0.84761,0.14927,9.785
417,-0.85,0.15406,9.7707
418,-0.84761,0.14448,9.7587
419,-0.8524,0.14688,9.7611
420,-0.84282,0.14448,9.7683
421,-0.84282,0.1373,9.7779
422,-0.84761,0.1397,9.7731
423,-0.85479,0.13491,9.7731
424,-0.84042,0.13251,9.7587
425,-0.8524,0.13491,9.7683
426,-0.8524,0.14927,9.7731
427,-0.84761,0.1373,9.7683
428,-0.84761,0.1373,9.7659
429,-0.84521,0.13251,9.7779
430,-0.84042,0.1397,9.7707
431,-0.84761,0.14209,9.7707
432,-0.83803,0.15406,9.7611
433,-0.83324,0.14209,9.7731
434,-0.83803,0.15406,9.7659
435,-0.83324,0.14927,9.7755
436,-0.83803,0.15167,9.7803
437,-0.85,0.13012,9.7779
438,-0.8524,0.13491,9.7707
439,-0.85718,0.12533,9.7635
440,-0.85,0.14209,9.7611
441,-0.8524,0.11575,9.7803
442,-0.84761,0.13251,9.7803
443,-0.84521,0.13491,9.785
444,-0.85479,0.13251,9.785
445,-0.84761,0.14688,9.7659
446,-0.83324,0.14927,9.7635
447,-0.84042,0.14448,9.7515
448,-0.83564,0.15406,9.7635
449,-0.82606,0.15167,9.7659
450,-0.84042,0.15167,9.7731
451,-0.84282,0.15885,9.7683
452,-0.84521,0.17082,9.7898
453,-0.84282,0.15885,9.7635
454,-0.85479,0.1397,9.7707
455,-0.85718,0.1373,9.7635
456,-0.8524,0.1397,9.7539
457,-0.85479,0.13012,9.7539
458,-0.85479,0.14927,9.7611
459,-0.84521,0.14688,9.7659
460,-0.8524,0.15885,9.7659
461,-0.85718,0.14927,9.7707
462,-0.86676,0.15167,9.7659
463,-0.86437,0.15646,9.7443
464,-0.85718,0.15885,9.7683
465,-0.86197,0.1397,9.7707
466,-0.85,0.1397,9.7539
467,-0.86437,0.1397,9.7467
468,-0.88591,0.12054,9.7731
469,-0.86197,0.12533,9.7515
470,-0.87634,0.13012,9.7396
471,-0.92661,0.13012,9.7707
472,-0.92182,0.13012,9.7683
473,-0.90985,0.1373,9.7922
474,-0.86915,0.12533,9.7898
475,-0.83803,0.13012,9.8138
476,-0.771,0.14209,9.7659
477,-0.71354,0.15167,9.7515
478,-0.71354,0.16124,9.7539
479,-0.70396,0.17321,9.7707
480,-0.73508,0.1804,9.8066
481,-0.79254,0.1804,9.8233
482,-0.85958,0.17321,9.8281
483,-0.90267,0.16842,9.7946
484,-0.92661,0.15406,9.7515
485,-0.92422,0.15885,9.6893
486,-0.91704,0.14688,9.7252
487,-0.90267,0.11815,9.7898
488,-0.88112,0.11575,9.8257
489,-0.8524,0.094208,9.8281
490,-0.82367,0.077449,9.8114
491,-0.78297,0.070267,9.8114
492,-0.74227,0.075055,9.7827
493,-0.70875,0.067873,9.7587
494,-0.71833,0.077449,9.7539
495,-0.75663,0.11815,9.7515
496,-0.80212,0.16364,9.7659
497,-0.86197,0.2187,9.7563
498,-0.90985,0.25222,9.7611
499,-0.93858,0.26419,9.7419
500,-0.96492,0.26898,9.7611
501,-1.0056,0.24264,9.6558
502,-1.0248,0.18997,9.4499
503,-0.86915,0.19955,9.809
504,-0.73987,0.17082,10.132
505,-0.73508,0.098996,9.955
506,-0.76621,0.055902,9.7563
507,-0.78775,0.034356,9.6869
508,-0.8117,0.024779,9.6414
509,-0.81888,0.043932,9.627
510,-0.79254,0.075055,9.7276
511,-0.73987,0.08942,10.077
512,-0.80212,0.18997,9.7683
513,-0.73748,0.20673,9.8832
514,-0.84761,0.18997,9.8593
515,-0.83085,0.23067,9.7491
516,-0.87634,0.24982,9.4594
517,-0.68481,0.18518,9.9981
518,-0.94816,0.17561,10.4
519,-0.82606,0.20913,8.8801
520,-0.87873,0.098996,9.7827
521,-0.88591,0.14209,9.639
522,-0.77578,0.13012,9.785
523,-0.80212,0.12773,9.8377
524,-0.74706,0.15646,9.9071
525,-0.76142,0.15167,9.9431
526,-0.82127,0.15406,9.7276
527,-0.88352,0.21391,9.785
528,-0.8117,0.28334,10.647
529,-1.1038,0.34319,9.6199
530,-1.5275,0.6664,9.1195
531,-1.9585,1.0375,8.0254
532,-1.8795,0.3001,10.925
533,-1.6999,0.41023,9.8617
534,-1.1517,0.35756,9.8114
535,-1.5347,0.17082,9.8952
536,-2.1404,0.005626,9.9933
537,-1.6784,0.20673,9.9335
538,-0.95534,0.69991,9.7132
539,-0.27063,0.77653,9.3326
540,-0.40709,1.4612,9.979
541,-0.28978,2.031,10.767
542,-0.39512,2.0885,10.106
543,-0.44061,1.5402,9.6079
544,-0.88352,0.64724,9.6199
545,-1.403,-0.48038,9.7108
546,-1.4773,-1.4572,9.9143
547,-0.96013,-1.8019,10.185
548,-0.27302,-1.3279,10.044
549,0.54576,-0.48277,9.8593
550,0.92642,0.18518,10.163
551,-0.036008,-0.44686,10.762
552,-1.1948,-1.2345,11.025
553,-1.7262,-1.2178,11.324
554,-2.1787,-0.48516,11.2
555,-2.3176,0.40784,11.222
556,-1.9154,1.1021,11.549
557,-1.0224,1.411,12.064
558,0.39014,1.5618,12.756
559,1.58,1.9855,13.127
560,1.8888,2.4715,12.919
561,1.4196,2.5146,12.617
562,0.21777,1.7773,12.182
563,-1.4461,0.41981,11.516
564,-2.5833,-0.67909,11.013
565,-2.7054,-0.81076,10.606
566,-2.162,-0.14281,10.257
567,-1.2977,0.82201,10.192
568,-0.14614,1.5857,10.175
569,0.10046,1.7413,10.094
570,-0.39512,1.5426,9.7898
571,-0.81409,1.296,10.065
572,-1.0463,1.4325,9.8257
573,-2.138,1.0542,9.1051
574,-3.0526,0.75498,8.6071
575,-3.1172,0.79089,8.7053
576,-2.6743,0.62091,9.2703
577,-1.9154,0.082238,9.8832
578,-1.3264,0.077449,9.4954
579,-0.82845,0.67597,9.2081
580,-0.13177,1.0447,9.2847
581,1.1706,1.0495,9.4068
582,2.6526,1.229,9.8856
583,2.7579,1.3248,10.453
584,1.9152,1.4565,10.815
585,1.4435,1.9089,11.171
586,1.4459,2.3064,11.858
587,1.738,2.541,12.002
588,2.0325,2.4308,11.763
589,2.0971,1.9832,11.052
590,1.8553,1.4373,10.338
591,1.0868,0.49881,9.5887
592,0.57209,-0.26491,8.9615
593,0.61279,-0.15717,8.6694
594,0.91924,0.70231,8.4803
595,0.99824,1.5474,8.6335
596,0.9767,1.964,8.916
597,1.1036,2.0358,9.1195
598,1.2855,2.0023,9.3373
599,1.3238,1.9927,9.2847
600,1.1778,1.7581,9.141
601,1.0318,1.0159,9.335
602,0.91205,0.36235,9.3397
603,0.8953,0.04872,9.299
604,1.1036,0.043932,9.074
605,1.4316,0.51796,8.7795
606,1.7955,1.0351,8.5042
607,2.066,1.3798,8.1331
608,2.4012,1.545,7.8386
609,2.7866,1.6959,7.8339
610,3.1841,1.8778,8.1427
611,3.5575,2.1603,8.7556
612,3.6533,2.3231,8.9495
613,3.6078,2.213,9.0596
614,3.5767,2.1005,9.2081
615,3.5336,2.0813,9.2296
616,3.6653,2.2082,9.0692
617,4.01,2.5721,8.9567
618,4.326,2.9001,8.8274
619,4.4697,2.9695,8.6431
620,4.6277,2.9599,8.4467
621,4.915,3.0677,8.1954
622,5.2071,3.3191,8.011
623,5.334,3.568,7.9775
624,5.2262,3.7715,7.8386
625,5.0036,3.8889,7.6232
626,4.7187,3.7117,7.3838
627,4.587,3.3262,7.063
628,4.6995,3.0198,6.6488
629,4.9796,2.7493,6.2561
630,5.2358,2.6439,6.0359
631,5.4968,2.8331,5.921
632,5.4632,2.9911,5.9521
633,4.9174,2.7038,6.2633
634,4.2973,2.3566,6.5075
635,4.0699,2.371,6.5961
636,4.0794,2.5386,6.6607
637,3.9071,2.4715,6.6129
638,3.6318,2.0861,6.6943
639,4.3189,1.9736,7.197
640,5.5925,2.2681,7.8746
641,5.9708,2.2944,8.5257
642,5.8152,2.1196,9.2512
643,5.717,1.8754,9.5576
644,3.6365,1.6815,15.428
645,3.0332,2.5841,14.99
646,4.3596,2.9384,14.214
647,7.2014,3.4172,11.822
648,9.7056,4.3892,9.7467
649,10.239,4.789,7.9272
650,9.0424,3.9463,6.6799
651,7.4408,2.3662,6.5626
652,5.4249,1.3296,6.1652
653,3.536,2.0358,6.4956
654,4.6301,4.9542,6.4836
655,6.1456,7.1496,6.249
656,6.1049,6.6684,7.9464
657,6.4879,6.1154,9.0884
658,7.2373,5.1075,10.211
659,8.0321,3.9008,10.309
660,7.8597,2.9695,10.566
661,7.5653,2.1172,11.109
662,7.2421,1.3008,11.277
663,6.7106,0.55627,11.444
664,6.3084,0.16364,11.444
665,6.0977,-0.049438,11.315
666,5.9851,-0.35588,10.994
667,5.729,-0.47559,10.063
668,5.0826,-0.54502,9.1051
669,4.405,-0.55938,8.3246
670,4.0268,-0.28885,7.8985
671,3.9621,0.35995,7.9296
672,3.8496,0.76695,8.5664
673,3.7347,0.88665,9.1506
674,3.7227,0.88426,9.1985
675,3.6318,0.92017,8.9567
676,3.4666,1.0734,8.4922
677,3.3325,1.4014,7.944
678,2.9853,1.5283,8.1786
679,2.1953,0.97763,9.1722
680,2.0157,0.7071,7.6495
681,1.9631,0.94411,6.7613
682,1.1539,1.2218,6.7278
683,0.4069,1.3224,6.7206
684,0.33268,1.5019,6.407
685,0.43084,1.7557,6.0287
686,0.50745,1.9808,5.6145
687,0.55773,2.2106,5.2339
688,0.47393,2.3878,4.9083
689,0.30635,2.4093,4.6114
690,0.066939,2.2154,4.3169
691,-0.19162,1.8443,4.4534
692,-0.55792,1.3128,5.9832
693,-0.87634,0.9489,6.9887
694,-1.0798,0.72386,7.2138
695,-1.3863,0.47487,8.0493
696,-1.5874,0.20434,8.0374
697,-1.6496,-0.01592,7.7381
698,-1.8412,-0.061408,7.5537
699,-2.0471,0.24982,7.2832
700,-2.2889,0.73822,7.0103
701,-2.5163,1.3128,6.8379
702,-2.9209,1.5857,6.8044
703,-3.3087,1.624,6.7685
704,-3.6607,1.9377,6.802
705,-3.8929,2.5649,7.2521
706,-3.8426,3.0174,8.3079
707,-3.3566,2.8187,9.9502
708,-2.6935,2.2537,11.839
709,-2.3152,1.8443,13.113
710,-2.7294,1.8227,13.608
711,-3.3973,1.9975,13.326
712,-3.9743,2.1843,12.51
713,-4.2855,2.4931,11.988
714,-4.2305,2.9432,12.241
715,-4.0653,3.1898,12.955
716,-3.9551,3.1275,13.589
717,-3.7828,2.8714,14.056
718,-3.6774,2.5841,14.351
719,-3.6104,2.4261,14.346
720,-3.6583,2.213,14.516
721,-3.6391,1.897,14.774
722,-3.8163,1.8515,12.727
723,-4.003,1.8706,12.349
724,-4.0102,1.9736,11.214
725,-3.9192,2.1053,10.283
726,-3.7995,2.2728,9.706
727,-3.6822,2.4069,9.1291
728,-3.5266,2.4572,8.6191
729,-3.2992,2.4668,8.3558
730,-3.0861,2.4404,8.0134
731,-3.1148,2.6391,7.4652
732,-3.1747,2.699,7.1132
733,-3.0214,2.7684,6.79
734,-2.8203,2.8091,6.9241
735,-2.6312,2.5841,7.5705
736,-2.3918,2.2776,8.2672
737,-2.1907,2.0789,8.904
738,-1.9321,1.9305,9.1243
739,-1.7645,2.3231,9.5145
740,-1.5874,2.9935,9.6893
741,-1.3623,3.7308,9.6414
742,-1.1493,4.327,9.4403
743,-1.0343,4.4203,8.9758
744,-1.1469,3.8817,8.6455
745,-1.4485,3.2185,8.5066
746,-1.5826,2.778,8.3606
747,-1.5826,2.4739,8.497
748,-1.4988,2.1268,9.1698
749,-1.2666,1.8371,9.7803
750,-1.0032,1.8946,10.082
751,-0.76381,2.1603,10.245
752,-0.66087,2.3231,10.159
753,-0.78536,2.2872,9.785
754,-0.78775,2.1005,9.3469
755,-0.59144,2.0143,9.1841
756,-0.24908,2.2226,9.4451
757,0.21058,2.5122,10.036
758,0.56012,2.5865,10.68
759,0.68222,2.3925,11.083
760,0.63673,2.3327,11.119
761,0.65349,2.4931,10.819
762,0.72053,2.8259,10.317
763,0.8953,3.2233,9.7587
764,1.1634,3.604,9.1674
765,1.3717,3.9655,8.6957
766,1.5058,4.2288,8.4467
767,1.5704,4.4754,8.3175
768,1.5656,4.6717,8.2385
769,1.4459,4.7459,8.2169
770,1.1515,4.7052,8.3414
771,0.80432,4.5353,8.5832
772,0.5697,4.382,8.7101
773,0.49548,4.2552,8.6957
774,0.46915,4.3222,8.4515
775,0.45239,4.6262,8.0565
776,0.39972,5.1075,7.695
777,0.33747,5.615,7.5801
778,0.30635,5.8903,7.9009
779,0.30156,5.8017,8.6119
780,0.22734,5.3229,9.651
781,-0.040796,4.461,11.059
782,-0.32569,3.355,12.471
783,-0.62256,2.2178,13.479
784,-0.94098,1.4038,14.078
785,-1.1732,0.93214,14.403
786,-1.2642,0.64964,14.396
787,-1.2402,0.67119,14.001
788,-1.1134,0.99439,13.24
789,-0.94098,1.4541,12.407
790,-0.70396,1.8706,11.787
791,-0.21078,2.0023,11.21
792,0.37338,1.6743,10.484
793,0.70856,1.5378,9.8688
794,0.8953,1.6815,9.402
795,0.96233,1.9233,9.0117
796,0.99345,2.1053,8.6167
797,0.9767,2.1914,8.2624
798,0.98148,2.2369,8.0374
